COMMON.NAME,SCIENTIFIC.NAME
Pink-browed Rosefinch,Carpodacus rodochroa
Spot-winged Rosefinch,Carpodacus rodopeplus
Vinaceous Rosefinch,Carpodacus vinaceus
Pale Rosefinch,Carpodacus stoliczkae
Sillem's Rosefinch,Carpodacus sillemi
Streaked Rosefinch,Carpodacus rubicilloides
Great Rosefinch,Carpodacus rubicilla
Streaked/Great Rosefinch,Carpodacus rubicilloides/rubicilla
Red-fronted Rosefinch,Carpodacus puniceus
Crimson-browed Finch,Carpodacus subhimachalus
Three-banded Rosefinch,Carpodacus
Himalayan White-browed Rosefinch,Carpodacus thura
Pink-browed/Himalayan White-browed Rosefinch,Carpodacus rodochroa/thura
Chinese White-browed Rosefinch,Carpodacus dubius
rosefinch sp.,Carpodacus sp.
Brown Bullfinch,Pyrrhula nipalensis
Orange Bullfinch,Pyrrhula aurantiaca
Red-headed Bullfinch,Pyrrhula erythrocephala
Grey-headed Bullfinch,Pyrrhula erythaca
Brown/Grey-headed Bullfinch,Pyrrhula nipalensis/erythaca
Crimson-winged Finch,Rhodopechys sanguineus
Trumpeter Finch,Bucanetes githagineus
Mongolian Finch,Bucanetes mongolicus
Blanford's Rosefinch,Agraphospiza rubescens
Gold-naped Finch,Pyrrhoplectes epauletta
Spectacled Finch,Callacanthis burtoni
Dark-breasted Rosefinch,Procarduelis nipalensis
Plain Mountain Finch,Leucosticte nemoricola
Black-headed Mountain-Finch (Brandt's Mountain Finch),Leucosticte brandti
Desert Finch,Rhodospiza obsoleta
Yellow-breasted Greenfinch,Chloris spinoides
Black-headed Greenfinch,Chloris ambigua
Twite,Linaria flavirostris
Eurasian Linnet,Linaria cannabina
Red Crossbill,Loxia curvirostra
European Goldfinch,Carduelis carduelis
Fire-fronted Serin,Serinus pusillus
Tibetan Serin,Spinus thibetanus
Eurasian Siskin,Spinus spinus
finch sp.,Fringillidae sp.
Crested Bunting,Emberiza lathami
Black-headed Bunting,Emberiza melanocephala
Red-headed Bunting,Emberiza bruniceps
Black-headed/Red-headed Bunting,Emberiza melanocephala/bruniceps
Chestnut-eared Bunting,Emberiza fucata
Rock Bunting,Emberiza cia
Godlewski's Bunting,Emberiza godlewskii
White-capped Bunting (Chestnut-breasted Bunting),Emberiza stewarti
Yellowhammer,Emberiza citrinella
Pine Bunting,Emberiza leucocephalos
Yellowhammer x Pine Bunting (hybrid),Emberiza citrinella x leucocephalos
Grey-necked Bunting (Grey-hooded Bunting),Emberiza buchanani
Ortolan Bunting,Emberiza hortulana
Grey-necked/Ortolan Bunting,Emberiza buchanani/hortulana
Striolated Bunting (House Bunting),Emberiza striolata
Reed Bunting,Emberiza schoeniclus
Yellow-breasted Bunting,Emberiza aureola
Little Bunting,Emberiza pusilla
Rustic Bunting,Emberiza rustica
Black-faced Bunting,Emberiza spodocephala
Chestnut Bunting,Emberiza rutila
Yellow-browed Bunting,Emberiza chrysophrys
Tristram's Bunting,Emberiza tristrami
Emberiza bunting sp.,Emberiza sp.
sparrow sp.,Passerellidae sp. (sparrow sp.)
passerine sp.,Passeriformes sp.
bird sp.,Aves sp.
